,Product_ID,Source,Sales_Agent,Location,Delivery_Mode,Status
1882,27.0,14,1,2,2,0
1883,15.0,24,5,10,2,0
1884,5.0,24,8,9,2,0
1885,18.0,24,6,10,2,0
1886,5.0,14,3,3,2,0
1887,19.0,24,3,9,2,1
1889,27.0,24,8,2,2,1
1891,27.0,24,3,3,2,1
1892,19.0,10,10,10,2,0
1893,19.0,14,3,1,0,1
1894,9.0,2,10,1,0,1
1895,15.0,18,6,10,2,0
1896,15.0,2,9,10,4,1
1897,26.0,2,5,10,2,1
1898,18.0,14,5,14,2,1
1899,18.0,2,5,10,4,0
1900,19.0,14,10,2,4,1
1901,19.0,14,1,10,4,0
1903,18.0,14,10,14,2,1
1904,18.0,14,10,3,4,0
1906,27.0,14,6,14,4,0
1908,15.0,24,1,10,2,0
1909,19.0,14,1,9,4,1
1910,18.0,2,4,1,4,0
1911,15.0,2,6,10,4,1
1912,15.0,2,10,10,4,0
1913,15.0,2,10,10,4,0
1914,18.0,2,3,10,4,0
1915,1.0,2,5,1,0,1
1916,18.0,2,1,1,4,0
1917,15.0,2,6,10,4,0
1918,19.0,2,6,9,2,0
1919,27.0,14,5,1,4,1
1920,1.0,2,5,10,0,1
1921,15.0,2,6,10,4,0
1922,15.0,2,3,1,4,0
1923,15.0,2,8,10,4,0
1924,9.0,2,5,10,4,0
1925,18.0,14,5,1,0,0
1926,9.0,2,6,1,0,1
1927,19.0,14,1,10,4,1
1928,18.0,2,10,1,0,1
1929,18.0,14,5,1,0,0
1930,15.0,24,1,10,4,0
1931,27.0,14,6,1,0,1
1932,18.0,24,10,2,2,1
1933,5.0,10,1,1,4,0
1934,9.0,24,10,1,0,1
1935,18.0,24,3,11,4,1
1936,18.0,14,2,10,4,0
1937,18.0,14,10,2,0,0
1938,18.0,14,4,2,0,0
1939,18.0,24,5,1,2,1
1940,15.0,24,1,10,2,0
1941,19.0,14,3,10,2,1
1942,19.0,14,6,6,2,1
1944,18.0,24,6,2,0,0
1945,19.0,2,10,1,0,1
1946,18.0,10,4,3,2,1
1948,9.0,14,10,6,2,1
1950,15.0,24,10,10,2,0
1951,18.0,2,10,1,0,1
1953,18.0,14,4,10,2,1
1954,27.0,24,10,3,2,0
1955,15.0,2,10,10,4,0
1956,15.0,2,4,10,4,0
1957,15.0,2,10,10,4,0
1958,18.0,2,10,1,0,1
1959,15.0,2,4,10,4,0
1960,26.0,14,10,2,2,1
1961,18.0,14,10,2,0,1
1962,15.0,2,4,10,4,0
1963,19.0,2,10,1,4,1
1964,5.0,2,4,10,4,0
1965,19.0,2,10,3,4,1
1966,15.0,2,4,10,4,0
1967,9.0,2,10,13,4,1
1968,15.0,14,4,10,2,0
1969,18.0,14,4,10,2,0
1970,20.0,24,4,10,2,1
1971,15.0,24,4,10,2,0
1972,19.0,24,10,10,2,0
1973,18.0,14,4,1,0,0
1976,18.0,2,8,2,0,1
1977,27.0,2,4,1,0,1
1979,18.0,14,4,9,2,0
1980,18.0,14,1,10,2,0
1981,19.0,12,10,10,2,0
1982,27.0,10,5,6,2,0
1983,18.0,24,1,1,0,1
1984,15.0,24,1,10,2,0
1985,18.0,24,6,10,2,0
1986,19.0,24,8,7,2,0
1987,5.0,10,8,1,2,1
1988,15.0,24,10,10,2,0
1991,19.0,10,4,10,2,1
1993,18.0,24,1,2,0,1
1994,5.0,14,4,6,2,0
1995,15.0,2,5,10,4,0
1996,15.0,2,10,10,4,1
1997,15.0,2,4,10,4,0
1998,15.0,2,4,10,4,0
1999,15.0,24,4,10,2,0
2000,15.0,2,10,10,4,0
2001,19.0,2,4,2,2,0
2002,9.0,12,5,1,0,0
2003,15.0,2,6,10,4,1
2004,18.0,2,8,3,0,1
2005,9.0,2,6,1,0,1
2006,9.0,2,10,10,4,1
2007,15.0,2,9,10,4,1
2008,15.0,2,1,10,4,0
2009,19.0,2,6,1,0,0
2010,18.0,10,1,1,0,1
2011,18.0,24,5,10,2,0
2012,5.0,14,4,10,4,0
2014,25.0,14,10,1,0,1
2015,9.0,24,10,1,0,1
2016,27.0,24,6,10,2,0
2017,15.0,24,5,10,2,0
2020,19.0,12,1,3,2,1
2021,15.0,24,6,10,2,0
2022,15.0,24,8,10,2,0
2023,9.0,14,8,6,2,0
2024,15.0,24,1,1,0,0
2025,18.0,14,10,9,2,0
2026,15.0,24,10,10,2,1
2027,18.0,10,5,7,2,1
2028,19.0,14,6,1,0,1
2029,15.0,24,5,10,2,0
2030,18.0,24,4,3,2,0
2031,15.0,24,4,10,2,0
2032,5.0,24,10,6,2,1
2033,19.0,24,6,10,2,1
2034,15.0,24,8,10,2,0
2035,1.0,12,1,1,0,0
2036,5.0,14,6,3,0,1
2037,9.0,2,5,2,2,1
2038,27.0,24,8,2,2,0
2039,18.0,2,10,1,0,0
2040,9.0,14,6,10,2,0
2041,2.0,14,1,3,2,0
2044,9.0,2,6,1,0,0
2045,25.0,2,8,10,4,0
2048,18.0,2,5,1,4,0
2050,27.0,14,5,1,0,1
2051,15.0,2,1,10,4,1
2052,18.0,2,8,1,0,0
2053,15.0,2,1,10,4,0
2054,15.0,2,6,10,4,0
2055,19.0,14,10,1,0,1
2056,27.0,14,6,6,4,0
2059,18.0,10,1,2,0,1
2060,15.0,24,4,10,4,0
2061,18.0,14,8,16,4,0
2062,15.0,24,5,2,4,0
2063,15.0,24,8,10,4,0
2064,19.0,24,3,3,4,1
2065,18.0,14,4,11,4,1
2066,18.0,10,10,9,0,1
2067,10.0,14,10,1,0,1
2068,27.0,2,4,1,4,0
2070,18.0,10,10,2,0,0
2072,19.0,24,10,1,0,1
2073,18.0,2,3,7,2,1
2074,18.0,24,4,11,2,0
2075,5.0,14,1,1,0,0
2076,18.0,10,5,2,0,1
2077,18.0,2,3,2,0,1
2078,2.0,14,4,2,0,0
2079,15.0,24,10,2,4,0
2080,19.0,2,5,9,2,0
2081,9.0,2,4,1,0,0
2082,1.0,14,1,10,4,0
2083,9.0,14,6,1,0,1
2085,18.0,24,8,1,0,0
2087,15.0,2,6,10,4,0
2088,5.0,14,8,2,4,0
2089,9.0,2,5,1,4,1
2090,10.0,2,5,1,4,1
2091,15.0,2,2,10,4,1
2092,19.0,2,10,3,0,0
2093,5.0,14,8,1,0,0
2094,15.0,2,5,10,4,0
2095,15.0,2,8,10,4,0
2096,19.0,14,8,1,0,1
2097,10.0,2,6,1,0,0
2098,20.0,14,1,10,4,1
2100,18.0,2,10,1,0,1
2101,9.0,14,4,1,0,1
2102,18.0,24,6,3,4,1
2103,18.0,2,10,2,4,1
2104,18.0,14,2,3,0,1
2105,27.0,14,6,11,4,0
2106,5.0,24,10,1,0,1
2107,15.0,24,5,10,4,0
2108,18.0,24,8,1,0,1
2109,19.0,14,6,6,2,1
2110,9.0,24,6,2,2,1
2111,18.0,14,3,16,4,0
2112,27.0,10,10,1,0,0
2113,15.0,14,6,1,4,0
2114,1.0,14,8,1,0,0
2116,18.0,2,6,3,2,1
2117,18.0,16,6,9,2,0
2118,18.0,16,3,1,2,1
2119,27.0,16,6,1,2,0
2120,20.0,24,10,2,0,0
2122,15.0,16,9,1,0,0
2123,5.0,2,8,1,0,1
2124,27.0,24,6,6,0,0
2125,27.0,24,6,6,2,0
2126,18.0,16,6,10,2,1
2127,18.0,24,6,11,2,1
2128,27.0,24,8,6,0,0
2129,19.0,24,8,11,2,0
2130,19.0,16,8,9,2,1
2131,19.0,16,8,3,2,0
2132,27.0,11,3,1,0,1
2133,20.0,16,5,12,2,1
2134,15.0,24,6,10,2,0
2135,18.0,24,8,1,0,1
2136,18.0,16,8,1,2,1
2137,5.0,16,8,1,0,0
2138,18.0,16,8,2,2,0
2139,19.0,16,8,1,0,1
2141,19.0,16,8,10,2,0
2142,27.0,16,8,6,2,1
2143,19.0,16,8,9,2,1
2144,18.0,24,8,1,0,1
2145,5.0,24,8,6,0,0
2146,18.0,24,8,1,0,0
2148,27.0,24,8,1,0,0
2149,18.0,16,3,2,2,0
2150,18.0,10,8,1,0,1
2151,15.0,12,6,10,0,0
2152,18.0,10,5,10,2,1
2153,19.0,14,3,10,2,0
2154,18.0,14,6,10,2,1
2155,10.0,14,1,10,2,0
2156,9.0,14,5,1,0,1
2157,5.0,14,10,1,0,1
2158,9.0,16,9,10,2,1
2159,19.0,14,1,11,2,0
2160,18.0,2,3,1,0,1
2161,9.0,14,10,3,2,1
2163,18.0,14,10,1,0,1
2164,19.0,4,10,1,0,1
2165,15.0,2,5,1,4,1
2166,9.0,2,5,1,0,1
2167,18.0,2,8,1,0,1
2168,15.0,2,10,10,4,0
2169,15.0,2,6,10,4,0
2170,15.0,2,3,10,4,0
2171,15.0,2,8,10,4,0
2172,18.0,2,2,2,4,0
2173,5.0,14,8,9,2,1
2174,25.0,14,6,10,2,0
2175,18.0,24,3,10,2,0
2176,15.0,24,5,10,2,0
2177,19.0,24,6,9,2,1
2178,10.0,24,3,6,2,1
2179,2.0,14,5,2,0,0
2180,9.0,14,8,10,2,1
2181,18.0,14,5,1,0,1
2182,18.0,2,8,1,0,1
2183,18.0,24,10,1,0,0
2184,5.0,10,6,1,0,0
2185,5.0,10,1,1,0,0
2186,18.0,10,1,1,0,0
2188,27.0,10,5,1,0,0
2189,18.0,24,3,9,2,1
2190,18.0,14,1,2,0,0
2191,19.0,7,4,2,4,0
2192,19.0,2,10,1,0,1
2193,18.0,14,10,9,2,1
2194,27.0,10,1,9,2,0
2195,5.0,24,8,10,2,0
2196,18.0,12,3,9,2,1
2197,19.0,14,5,1,0,1
2199,15.0,12,6,2,2,0
2200,18.0,14,4,1,0,0
2201,9.0,2,10,2,4,1
2202,9.0,2,1,2,4,1
2204,1.0,12,4,10,2,1
2205,15.0,2,8,10,4,0
2206,18.0,2,10,1,0,1
2207,18.0,14,6,10,2,0
2209,18.0,24,8,1,0,1
2210,19.0,14,10,10,2,0
2212,18.0,12,10,1,0,0
2213,18.0,14,1,10,2,0
2215,15.0,14,5,10,2,0
2216,9.0,14,1,10,2,0
2217,1.0,2,5,1,0,1
2218,3.0,14,6,10,2,1
2219,5.0,2,1,10,2,0
2220,19.0,2,3,1,0,1
2221,15.0,14,5,10,2,0
2222,18.0,2,10,1,0,1
2223,18.0,2,4,1,0,0
2224,18.0,24,5,9,2,1
2225,20.0,2,6,3,4,0
2226,18.0,14,1,10,2,0
2227,27.0,24,1,3,2,0
2229,18.0,14,6,10,2,0
2230,18.0,10,1,3,2,1
2231,15.0,24,5,10,2,0
2232,19.0,14,6,7,2,0
2233,9.0,2,5,2,4,0
2234,15.0,10,1,13,2,0
2235,9.0,12,5,2,2,0
2236,18.0,12,6,3,2,1
2237,18.0,14,4,1,0,1
2238,18.0,12,6,10,2,0
2239,18.0,10,5,9,2,1
2240,9.0,24,1,10,2,0
2241,9.0,2,5,3,4,1
2242,15.0,2,5,10,4,0
2243,5.0,2,4,1,0,0
2244,15.0,2,1,10,4,0
2246,15.0,2,6,10,4,0
2249,15.0,2,4,10,4,0
2250,9.0,2,5,2,4,1
2251,19.0,4,10,1,0,1
2252,15.0,2,1,10,4,1
2254,18.0,24,4,1,0,1
2255,9.0,14,5,1,2,1
2257,15.0,16,2,1,0,1
2258,18.0,12,6,3,2,0
2259,9.0,24,1,10,2,0
2260,5.0,24,5,10,2,0
2261,19.0,24,1,9,0,1
2262,5.0,24,6,10,2,0
2263,18.0,18,5,11,2,1
2264,27.0,12,1,10,2,1
2265,9.0,2,4,1,0,0
2266,27.0,10,5,10,2,0
2267,19.0,14,1,9,2,0
2268,26.0,24,6,10,2,0
2269,26.0,10,6,10,2,0
2270,9.0,2,9,2,0,1
2272,19.0,12,1,10,2,0
2274,27.0,2,6,2,4,0
2276,27.0,24,1,2,2,1
2277,5.0,2,10,1,0,1
2278,19.0,12,6,9,2,0
2279,19.0,14,5,12,2,1
2280,27.0,14,6,10,2,0
2282,5.0,14,1,10,2,0
2283,19.0,14,5,2,2,1
2284,9.0,2,1,3,2,0
2285,15.0,2,6,10,4,0
2286,9.0,2,1,1,4,1
2288,19.0,16,5,15,2,0
2289,18.0,14,10,1,0,1
2290,27.0,16,6,6,2,1
2291,15.0,2,6,10,4,0
2292,9.0,16,1,7,2,0
2293,9.0,12,8,1,0,0
2296,18.0,24,6,7,2,1
2297,25.0,24,1,10,2,0
2299,18.0,24,6,2,2,1
2300,9.0,24,1,10,2,0
2301,19.0,24,5,3,0,1
2302,27.0,24,6,2,2,0
2303,5.0,10,5,1,2,1
2304,27.0,24,1,10,2,0
2305,9.0,16,10,2,0,1
2306,15.0,24,6,10,2,0
2307,27.0,24,5,2,2,1
2308,27.0,14,5,10,2,0
2309,9.0,14,10,1,0,1
2310,9.0,14,6,3,2,0
2311,19.0,14,1,9,2,1
2312,18.0,14,5,13,2,1
2313,5.0,2,8,1,0,0
2314,9.0,12,8,1,0,0
2315,20.0,2,4,1,0,0
2316,9.0,24,6,10,2,0
2318,19.0,2,5,2,2,1
2319,18.0,10,1,10,2,0
2320,19.0,14,5,11,2,0
2321,9.0,2,4,1,0,1
2322,27.0,14,1,10,2,0
2323,5.0,14,6,9,2,1
2324,18.0,24,5,7,2,1
2326,9.0,24,6,10,2,0
2327,18.0,14,6,14,2,0
2328,18.0,2,1,3,2,0
2329,19.0,14,8,1,0,1
2331,19.0,2,5,2,2,1
2333,19.0,2,3,1,0,1
2335,19.0,2,8,1,0,1
2336,19.0,2,5,2,2,1
2337,15.0,2,6,10,4,0
2338,15.0,2,1,10,4,0
2339,27.0,2,6,10,2,0
2340,15.0,2,1,10,4,1
2341,18.0,16,6,2,0,1
2342,18.0,14,8,1,0,1
2345,19.0,24,5,10,4,0
2347,18.0,14,1,3,4,0
2348,19.0,2,3,10,4,1
2349,15.0,2,4,10,4,0
2350,18.0,2,10,1,4,0
2351,15.0,2,6,10,4,0
2352,18.0,14,1,3,2,0
2353,2.0,2,6,11,2,1
2355,10.0,24,6,10,2,1
2356,19.0,24,5,6,2,1
2358,19.0,24,1,10,2,0
2359,9.0,2,10,1,0,1
2360,18.0,2,10,1,0,1
2361,9.0,2,10,1,0,1
2362,9.0,14,6,10,2,0
2363,27.0,24,1,6,2,1
2364,27.0,10,5,10,2,1
2365,15.0,24,5,10,4,0
2366,18.0,24,6,7,2,1
2367,18.0,2,3,1,0,1
2368,15.0,24,6,10,2,0
2369,22.0,23,1,10,2,0
2371,19.0,24,5,1,4,0
2372,5.0,10,1,6,2,1
2373,25.0,2,1,1,0,1
2375,18.0,14,1,9,4,1
2376,19.0,12,6,10,2,1
2377,9.0,2,10,3,0,1
2378,27.0,14,1,2,2,1
2379,1.0,12,6,10,2,0
2380,10.0,14,5,1,0,1
2381,19.0,2,4,1,0,1
2384,5.0,14,6,6,2,1
2385,27.0,10,5,10,2,0
2387,27.0,10,5,10,2,1
2388,15.0,24,5,10,2,0
2389,18.0,14,6,3,2,0
2390,18.0,2,5,2,4,1
2391,15.0,2,5,10,4,0
2392,15.0,2,5,10,4,0
2393,1.0,2,5,2,4,0
2394,1.0,2,4,1,4,0
2395,15.0,2,6,10,4,0
2396,18.0,2,6,9,2,0
2397,20.0,24,1,3,2,0
2398,9.0,2,4,1,4,1
2399,15.0,2,10,10,4,1
2400,15.0,2,8,10,4,0
2401,18.0,2,6,3,0,1
2402,15.0,2,3,10,4,0
2403,15.0,2,8,6,4,0
2404,15.0,2,6,10,4,0
2405,15.0,2,1,10,4,1
2407,15.0,14,5,10,2,0
2409,9.0,2,1,3,4,0
2411,15.0,24,1,10,2,0
2412,18.0,24,1,3,2,1
2413,27.0,24,6,10,2,0
2415,18.0,24,5,10,2,1
2416,18.0,24,6,10,2,0
2418,5.0,24,6,10,2,1
2419,15.0,14,1,3,2,0
2420,5.0,14,1,2,2,0
2421,18.0,24,1,1,2,1
2423,9.0,2,10,3,2,1
2424,27.0,24,1,10,2,0
2425,15.0,10,6,10,2,1
2426,15.0,24,1,10,2,0
2427,15.0,24,5,10,2,0
2428,9.0,24,1,6,2,1
2429,15.0,24,6,10,2,0
2430,27.0,14,1,2,2,1
2432,9.0,14,1,2,2,1
2433,15.0,14,10,1,0,0
2434,18.0,24,6,3,0,1
2435,15.0,24,5,10,2,0
2436,15.0,24,6,10,2,0
2437,15.0,24,1,10,2,0
2438,15.0,24,6,10,2,0
2439,20.0,24,5,10,2,1
2440,15.0,24,1,10,2,0
2441,18.0,24,5,10,2,0
2442,15.0,24,6,10,4,0
2443,15.0,24,5,10,2,0
2444,15.0,24,6,10,2,0
2445,15.0,24,1,10,2,0
2446,18.0,24,6,10,2,1
2447,15.0,24,1,10,2,0
2448,27.0,24,6,10,2,0
2450,5.0,9,2,1,0,1
2451,5.0,9,4,1,4,0
2452,18.0,9,10,1,4,0
2453,18.0,9,8,1,4,1
2454,5.0,9,2,1,4,0
2455,5.0,9,4,1,4,1
2456,15.0,9,5,10,4,0
2457,18.0,2,8,1,0,0
2458,9.0,24,6,13,2,1
2459,15.0,24,6,10,2,0
2460,27.0,14,3,1,0,1
2461,19.0,2,1,1,0,1
2462,19.0,14,5,9,2,0
2463,18.0,2,4,1,0,1
2464,1.0,2,8,1,0,1
2465,12.0,4,6,1,3,0
2466,15.0,14,6,10,2,0
2467,5.0,14,5,1,0,0
2468,15.0,2,5,10,4,0
2469,27.0,24,5,11,2,1
2471,18.0,14,5,9,2,1
2472,9.0,2,8,1,0,1
2473,18.0,10,5,2,0,1
2474,27.0,2,5,1,0,1
2475,15.0,2,9,10,4,0
2476,27.0,2,2,1,4,0
2477,10.0,2,5,9,4,1
2478,15.0,2,1,10,4,0
2479,9.0,2,10,1,4,1
2480,15.0,2,5,10,4,0
2482,19.0,24,1,6,2,1
2483,15.0,24,5,10,2,0
2484,19.0,2,1,9,2,1
2485,18.0,24,5,1,2,1
2486,15.0,24,1,10,2,0
2491,18.0,2,6,3,4,1
2492,15.0,24,1,10,4,0
2493,15.0,24,6,10,2,0
2494,15.0,24,5,10,2,0
2495,18.0,2,8,1,0,1
2496,18.0,12,1,10,0,1
2497,26.0,14,5,10,2,1
2498,25.0,24,6,10,2,0
2501,1.0,2,4,1,4,0
2503,27.0,4,5,1,0,1
2504,18.0,14,1,2,0,0
2506,19.0,2,1,6,4,1
2507,9.0,2,6,1,2,0
2508,15.0,2,5,10,4,0
2509,15.0,2,1,10,4,0
2511,19.0,2,5,2,4,1
2512,25.0,14,6,10,2,0
2515,19.0,2,1,2,0,1
2516,15.0,24,5,10,2,0
2517,15.0,24,1,10,2,0
2518,18.0,2,6,10,2,0
2519,18.0,24,5,10,2,1
2520,18.0,14,1,6,2,0
2521,15.0,14,5,2,2,0
2522,5.0,14,1,9,4,0
2523,25.0,14,6,10,4,0
2524,18.0,14,5,1,4,1
2525,19.0,14,6,10,2,0
2526,27.0,14,8,1,2,0
2527,9.0,2,6,3,2,1
2528,18.0,4,10,1,0,1
2529,9.0,14,1,1,0,1
2530,9.0,2,10,1,0,1
2531,18.0,12,5,3,2,1
2532,27.0,14,1,2,2,0
2533,5.0,10,10,1,0,0
2535,18.0,12,10,1,2,1
2538,14.0,2,5,10,4,0
2539,15.0,2,6,10,4,0
2540,15.0,2,5,10,4,0
2541,15.0,2,1,10,4,1
2542,15.0,2,6,10,4,0
2543,10.0,14,1,6,4,0
2544,18.0,2,5,2,4,1
2545,27.0,2,6,10,2,0
2546,15.0,2,10,10,4,0
2547,15.0,2,9,10,4,1
2548,9.0,14,5,9,4,0
2549,15.0,2,4,10,4,0
2550,19.0,2,1,10,4,0
2552,15.0,24,6,10,2,0
2553,15.0,24,5,10,2,0
2554,15.0,24,5,10,2,0
2555,19.0,24,6,9,2,0
2557,15.0,24,1,10,2,0
2558,9.0,2,4,1,0,1
2559,18.0,24,8,1,0,1
2560,18.0,14,1,10,2,0
2561,2.0,24,6,10,2,1
2562,27.0,14,5,2,4,1
2563,20.0,14,6,3,2,1
2564,5.0,14,5,3,2,0
2565,18.0,14,6,1,2,1
2566,18.0,2,3,1,0,0
2568,18.0,24,8,1,0,0
2569,18.0,12,1,6,2,1
2571,21.0,14,1,10,2,1
2572,18.0,24,5,9,2,1
2573,19.0,4,4,1,2,1
2574,9.0,2,5,3,0,1
2577,18.0,24,5,10,2,1
2579,18.0,14,6,9,2,1
2580,18.0,12,1,3,2,1
2581,18.0,24,5,1,0,1
2582,9.0,2,5,6,4,1
2584,9.0,2,10,1,0,1
2586,25.0,7,10,1,0,1
2587,18.0,2,1,10,4,0
2588,15.0,2,10,10,4,0
2589,18.0,2,5,2,4,1
2592,15.0,14,10,1,0,0
2593,9.0,24,6,2,4,0
2594,18.0,24,8,1,0,1
2596,15.0,12,5,10,2,0
2598,18.0,24,6,9,2,1
2601,9.0,24,6,6,2,0
2602,19.0,24,1,10,4,1
2603,18.0,14,4,1,4,1
2604,19.0,14,8,1,4,1
2605,20.0,2,6,10,4,0
2606,2.0,2,5,10,4,0
2607,18.0,2,8,1,0,0
2608,18.0,2,5,2,4,0
2610,9.0,14,8,2,0,0
2611,15.0,2,6,10,4,0
2612,18.0,2,2,1,4,0
2613,18.0,2,1,10,4,1
2614,19.0,2,6,10,4,1
2615,2.0,2,6,10,2,1
2617,15.0,2,1,10,4,1
2618,15.0,2,10,10,4,0
2619,15.0,2,4,10,4,1
2620,15.0,2,1,10,4,1
2622,19.0,12,1,9,4,0
2623,10.0,24,1,2,4,1
2624,18.0,14,6,2,4,0
2625,19.0,24,6,10,2,1
2626,10.0,24,5,9,4,1
2627,11.0,24,1,10,4,1
2628,15.0,24,1,10,4,0
2629,9.0,14,5,10,4,1
2630,25.0,24,5,10,4,0
2631,9.0,24,1,9,4,1
2632,19.0,24,6,10,4,0
2633,10.0,24,5,10,4,0
2635,27.0,12,2,1,4,0
2636,1.0,2,5,10,4,0
2637,9.0,2,1,10,4,0
2638,12.0,2,6,2,4,0
2639,18.0,2,5,10,2,1
2640,19.0,2,10,1,0,1
2642,18.0,2,10,1,4,1
2646,5.0,2,5,1,0,1
2647,27.0,14,5,11,4,0
2649,18.0,14,3,1,4,1
2651,18.0,14,1,3,4,0
2652,15.0,24,1,3,4,0
2653,5.0,14,5,6,4,1
2654,10.0,14,1,1,4,1
2655,10.0,2,10,1,4,1
2657,15.0,2,1,10,4,1
2658,18.0,2,5,1,4,1
2659,15.0,2,5,10,4,0
2660,27.0,2,3,1,0,1
2661,18.0,2,5,3,4,0
2663,5.0,2,1,10,4,0
2664,18.0,2,6,10,4,0
2665,18.0,14,5,10,4,1
2666,11.0,14,1,2,4,0
2667,19.0,2,10,1,4,1
2668,19.0,2,4,1,0,1
2669,15.0,2,4,10,4,0
2670,15.0,2,3,10,4,0
2671,15.0,2,10,10,4,0
2672,18.0,24,1,9,2,1
2673,9.0,2,4,1,0,1
2674,18.0,2,5,2,4,0
2675,15.0,2,2,10,4,0
2678,1.0,14,1,2,4,0
2679,19.0,24,1,6,4,0
2681,18.0,14,6,3,2,1
2682,19.0,24,6,10,4,1
2683,5.0,14,1,10,4,0
2684,18.0,14,5,2,4,1
2685,27.0,14,5,1,4,1
2686,9.0,2,6,9,2,0
2687,15.0,12,6,10,4,0
2688,5.0,24,5,2,4,0
2689,18.0,2,9,3,0,1
2690,18.0,14,6,10,4,0
2691,19.0,14,6,9,2,1
2694,9.0,14,2,1,4,0
2695,27.0,10,3,3,4,1
2696,6.0,10,3,1,4,1
2697,5.0,2,2,1,4,0
2698,5.0,14,5,2,4,1
2699,18.0,2,1,6,4,0
2700,19.0,2,1,9,0,1
2701,15.0,2,5,10,4,1
2702,9.0,2,1,10,4,1
2703,9.0,2,5,10,4,0
2704,5.0,24,6,10,4,0
2705,18.0,14,5,1,4,0
2706,15.0,2,5,10,4,0
2707,15.0,2,1,10,4,1
2708,9.0,2,6,9,2,1
2709,5.0,14,5,1,4,0
2710,18.0,2,2,2,0,0
2711,18.0,14,3,1,4,1
2712,15.0,2,6,9,4,0
2713,15.0,23,6,10,4,0
2714,1.0,24,6,2,2,1
2715,9.0,14,1,9,4,1
2716,10.0,24,5,2,4,1
2717,18.0,24,1,6,4,1
2718,18.0,24,6,9,4,0
2719,8.0,24,6,10,4,0
2720,19.0,12,6,10,2,1
2722,9.0,2,6,3,4,1
2723,9.0,2,6,2,2,0
2724,15.0,15,6,11,4,0
2725,18.0,14,1,2,4,0
2728,9.0,24,4,1,4,1
2730,18.0,14,3,1,4,1
2731,18.0,2,6,10,2,0
2732,15.0,2,2,10,4,0
2733,15.0,2,6,10,4,0
2734,15.0,2,6,10,4,0
2735,15.0,2,6,10,4,0
2736,5.0,2,1,9,4,1
2737,15.0,2,6,10,4,0
2738,9.0,2,8,2,3,0
2739,18.0,2,1,2,4,1
2740,18.0,14,1,9,4,0
2742,18.0,24,6,2,4,1
2743,19.0,2,1,2,0,1
2744,18.0,10,8,1,4,1
2745,15.0,24,6,10,4,0
2746,18.0,24,2,1,4,0
2747,15.0,23,1,10,4,0
2749,15.0,24,1,2,4,1
2750,2.0,24,6,1,2,1
2751,18.0,14,5,1,0,1
2752,18.0,14,5,1,4,1
2754,19.0,14,4,1,4,1
2755,20.0,2,1,2,4,1
2756,18.0,2,3,1,0,1
2757,18.0,14,8,1,4,0
2758,27.0,2,10,2,4,1
2759,18.0,14,1,6,4,1
2761,15.0,2,1,6,4,0
2762,19.0,12,8,1,4,0
2763,27.0,14,5,11,4,1
2764,18.0,14,1,1,4,0
2765,27.0,14,3,1,4,1
2767,15.0,2,1,6,4,1
2768,19.0,14,5,2,4,0
2770,10.0,14,5,6,4,1
2772,15.0,24,1,10,4,0
2773,15.0,2,1,9,4,1
2774,15.0,2,5,10,4,0
2775,15.0,2,1,10,4,0
2776,15.0,2,1,10,4,1
2777,18.0,2,10,1,0,1
2778,19.0,14,5,6,4,0
2779,18.0,14,1,11,4,0
2780,15.0,2,1,10,4,0
2781,9.0,2,5,10,4,1
2782,19.0,14,4,15,4,1
2783,18.0,2,3,1,4,1
2784,15.0,2,1,10,4,0
2785,15.0,2,5,10,4,0
2786,15.0,24,1,2,4,0
2787,18.0,14,5,10,4,1
2788,19.0,24,1,10,4,0
2789,9.0,2,10,1,0,1
2790,18.0,2,3,1,0,1
2792,19.0,14,5,3,2,0
2794,9.0,12,5,6,4,1
2795,18.0,24,1,10,4,0
2796,15.0,23,1,10,4,0
2797,25.0,24,5,10,4,0
2798,18.0,24,5,10,4,1
2799,27.0,24,5,10,2,0
2800,19.0,14,1,7,4,0
2801,20.0,24,1,2,4,1
2802,15.0,24,5,10,4,0
2803,15.0,24,1,3,4,0
2805,1.0,24,1,10,4,0
2806,19.0,24,4,1,4,1
2807,10.0,2,1,10,4,0
2808,18.0,14,1,2,4,0
2809,19.0,2,1,2,4,1
2810,18.0,12,5,9,4,1
2811,5.0,13,5,13,4,0
2812,18.0,24,5,10,4,0
2813,27.0,14,2,1,0,0
2814,10.0,14,10,1,0,0
2815,5.0,11,5,10,4,0
2816,19.0,14,1,2,4,1
2817,18.0,2,5,6,2,1
2818,18.0,14,5,10,4,0
2819,15.0,12,1,2,4,0
2820,9.0,2,1,10,4,1
2821,18.0,2,1,1,4,1
2822,15.0,2,5,10,4,0
2823,19.0,14,1,3,4,0
2826,18.0,14,5,12,4,0
2828,27.0,14,10,1,4,0
2829,18.0,2,1,3,4,1
2830,18.0,2,1,2,4,1
2831,15.0,2,1,10,4,0
2832,15.0,2,5,10,4,0
2833,15.0,2,5,10,4,0
2834,19.0,14,1,0,4,0
2835,14.0,2,5,10,4,0
2836,15.0,2,1,10,4,0
2837,18.0,24,5,10,4,0
2839,18.0,2,1,3,4,1
2840,18.0,24,5,10,4,1
2841,19.0,24,5,13,4,0
2842,9.0,24,5,10,4,0
2844,19.0,13,8,1,3,0
2845,18.0,24,1,10,4,0
2846,19.0,2,5,1,0,0
2847,22.0,14,5,10,4,0
